harari_latin,english,category,notes
tasbih,rosary,noun,from Arabic tasbih
tasemaqa,hide,verb,intransitive
taseqala,climb,verb,connected with sagale
taslaIema,beautify oneself,verb,
taslasala,become very thin; emaciated; exhausted,verb,
tasriq,the three days of arifa,noun,from Arabic
tastas,joyful,adjective,
tasti,happiness; joy; good news,noun,
tasti qabaja,be displeased,verb phrase,
tatalaqa,be mad,verb,
tatamadu,be opposed to one another,verb,
tatamasa,go astray; be lost; disappear; escape the memory,verb,
tatat baya,make an effort; be eager,verb phrase,
tatawaga,be known,verb,
tatawaqa,be known,verb,
tatlalasa,show manners,verb,
tatqabata,disagree; quarrel,verb,
tawadada,be preferred,verb,
tawbat,repentance,noun,variant of tbat
tawhid,teaching about the unity of God,noun,from Arabic tawhid
tawwaro,burden,noun,
tax,strength; power,noun,
taxal,with; together with,preposition,
taxal bah,with; together with,preposition phrase,
taxalafa,"quarrel, disagree, contradict",verb,
taxasa,press or squeeze down to make room for more objects; stuff; stuff in,verb,
taxattala,"follow, escort",verb,
taxattara,defend oneself,verb,
taxtatala,"follow closely, supervise",verb,
tay,black,adjective,from Semitic root tlm
tay iraz,black dress worn by women over the ordinary dress,noun phrase,
tay isi,tail of sheep prepared for drinking as medicine,noun phrase,lit. butter of sheep
tay lat,tail of sheep,noun phrase,
tay waldi,lamb,noun phrase,
taya,section of a locality; neighborhood,noun,from Galla
tayyar,ready,adjective,from Arabic tayyar
tayyar asa,make ready,verb phrase,
tayyara,plane,noun,from Arabic tayyara
taziya,consolation,noun,from Arabic ta'ziya
taziya hara,console the relatives of the dead,verb phrase,lit. go for the comfort
taziya tagaba,mourn,verb phrase,lit. sit for consolation
taziya tegeba,mourn,verb phrase,lit. 'sit for the mourning'
tbat,repentance,noun,from Arabic tawba
tddgana,be bent,verb,
tdiddiiga,be pressed or be squeezed,verb,passive
tedabela,join,verb,
tedabila,participate; join one another; be united; interfere,verb,
tegahama,become red-hot; be very hungry,verb,Semitic Arabic fahim 'fire'
tehewisa,be turbid,verb,
temagdda,burn (object intr.) / be burnt,verb,
temegana,take refuge in God against evil,verb,
temfas,breath,noun,
temiiva,obey,verb,
tena,load,verb,variant of ta'ana
tenada'a,resign oneself,verb,
tenasa'a,get married,verb,
téndélila,be round,verb,
tennayyo,small; few; a little,adjective,from Galla
teqabala,receive; accept; join in a song,verb,
teqqasso,small; little; few; a little bit; a little while,adjective,from Galla
teradhama,be kind to one another,verb,reciprocal form
tesa'adu,share,verb,reciprocal of sa'ada
tesamata,gather (intr.); assemble; get together,verb,from samata
téta@wiga,be known,verb,passive
tevaraba,find one another; be available to one another,verb,reciprocal
tey,sheep,noun,animal; cf. G. tali
tfaquda,take care of or nurse,verb,
tgir,rich; wealthy,adjective,from Arabic tajir
tguig,jar made of cow dung serving to store grain,noun,from Galla
tgun,curtain; shelter,noun,
tgun asa,to curtain off,verb phrase,
ti hariga,take counsel,verb phrase,
tibarru,contributions given to welfare organizations,noun,from Arabic tabarru
tif gaddala,sling used for killing birds,noun,lit. 'that which kills birds'
tifa,light rain either at the beginning or at the end of a heavy rain,noun,
tifatifa asa,drizzle,verb,
tifir,claw; fingernail; money (in slang),noun,body part
tifir galala,cut the fingernails,verb phrase,
tifir gallala,scorpion,noun,lit. 'that which cuts the fingernails'
tigara,trade; commerce,noun,
tigara asa,practice trade,verb phrase,
tihin,clever; precocious (child),adjective,lit. ground
tii,heart as seat of courage; courage,noun,
tiir baya,cough because of food that got into the windpipe,verb phrase,
tikahala,agree; consent; approve; be suitable; suit; match,verb,
til baya,be quiet (nature); be soundless,verb phrase,
tilaa,hate; dislike,verb,
tilafa,snatch away; rob; carry off a woman to marry her by force; rope an animal and make it fall,verb,
tilaq,divorce,noun,from Arabic tilaq
tilat,dislike; hate,noun,
tilawa,group reading of the Koran,noun,from Arabic tilawa
tildla,be filtered; pure,verb,
tilfi,embroidery,noun,
tilis,slow; lingering; careless,adjective,
tilis asa,delay; neglect,verb phrase,
tilis xana,be careless; work slackly,verb phrase,
till,hawk,noun,bird
tilla,innocence,noun,from talala
tilli taqat,the niche above the aqad taqat,noun phrase,lit. nook of the hawk
tilmiz,student,noun,from Arabic tilmid
tilnat,quiet,noun,
tilot,dislike; hate,noun,
tima,taste; pleasure,noun,
timama,taste again and again,verb,
timatim,tomatoes,noun,food; from Aztec via Arabic
timbaxo,tobacco,noun,from Persian tanbakia
timbib,gnat,noun,insect
timir,palm tree,noun,plant; from Arabic tamr
timir lafu,date tree,noun phrase,
timsasala,look similar / look like one another,verb,
tin,fruit of cactus,noun,food; from Arabic tin (fig)
tin ox,cactus,noun phrase,lit. thorn of euphorbia
tina,yesterday,adverb,
tinatana,spin; wind on a spool,verb,
tindi,pair of oxen; pair,noun,
tinti,early times,noun,from Ethiopic root wtn (begin)
tiqar,soot,noun,
tirassu,salt,noun,composed of tiri (raw) and assu
tirawija,run,verb,variant of reta
tirfi gay,spare house,noun phrase,
tiri,raw,adjective,
tiri din,black stone which is hard,noun,
tirot,oath,noun,
tirra,thirst,noun,
tirsi,molar tooth,noun,body part; from Arabic dirs
tirtirat,the stitched part of cloth,noun,
tisabeha asa,distract by noise; disturb by noise,verb phrase,from Arabic
tisin,ninety,numeral,from Arabic tis'in
tit,a little; a small quantity; small,adjective,
tit gay,small house adjacent to the main house,noun phrase,
tit habiy,assistant teacher,noun phrase,lit. small teacher
tit naddiba,raised seat lower than the gidiy naddiba,noun phrase,lit. the small naddba
tit tit-le,little by little,adverb phrase,
tita,ill-treatment,noun,from Galla
tita asa,ill-treat; oppress,verb phrase,
titit,small (many objects),adjective,
titnaba,listen attentively,verb,
tittit,small (many objects),adjective,variant of titit
tiylat,tail of sheep,noun,variant of tay lat
tiyya,arrow,noun,from Galla
tizballa,May-bug,noun,insect; from Galla
tizz baya,hum,verb phrase,
to baya,pop up,verb phrase,onomatopoetic
to baya-ma baka,burst into tears,verb phrase,
tobtab,thin round belt of cloth inside the trousers,noun,
toga,calf,noun,animal
tolaga,wither,verb,
ton,intensity,noun,
tonna,exceed; excel; be excellent,verb,
tonnam,excellent; good; fair; main,adjective,
tonnamnaat,good quality; excellence,noun,
tonnasso,a little bit,adverb,from Cushitic
toqasa,beg; implore; request; ask for the hand,verb,
tor,he who carries,noun,
tora,carry; provide for; support,verb,
tora'a,excel,verb,
tori ain,black stone which is hard,noun phrase,lit. raw stone
torisif,fresh butter used for medical purposes,adjective phrase,
torisiq,fresh butter used mainly for medical purposes,noun,
tosai,kind of plant,noun,from Galla
tot,breast,noun,body part; also to-t
tot af,nipple,noun phrase,lit. nose of breast
tottab,thin round belt of cloth inside the trousers,noun,derived from tabtab
toxus,stocky and short (man),adjective,lit. pressed down
traf,limit; edge; corner; tip,noun,from Arabic taraf
trik,electricity,noun,from French electrique
tub,brick,noun,from Arabic tub
tubbug baya,stick close together; glue,verb phrase,intransitive
tubbuqgo,kind of shirt worn by the Qottu-Galla,noun,
tuf baya,spit,verb phrase,
tufa,satiation; arrogance,noun,
tufatira,arrogant,adjective,
tuffah,apple,noun,food; from Arabic tuffah
tuffuf,flat bread made of any kind of flour,noun,food; from Galla
tufti,saliva; power of healing,noun,
tufti afaqa,pot used for spittle,noun phrase,
tuggay,rich; wealthy,adjective,
tulim,fish,noun,animal
tulkuf baya,be pressed down; become depressed (physically),verb phrase,
tullu,hill; hunch,noun,from Galla
tullu halba,hunchbacked,adjective phrase,lit. he has a hunch
tullul asa,wind; wind up; wrap; roll up; twist,verb phrase,
tulug,mad,adjective,
tulug baya,plunge into; interfere; penetrate,verb phrase,
tulug tulug,meal in which the bread and sauce are presented by themselves the bread being dipped into the sauce,noun phrase,food
tuluq asa,dip,verb phrase,
tulut,worm,noun,
tulw,wound,noun,
tulw attasa,wound,verb,
tulw qarfit,scab,noun,lit. bark of wound
tumalasa,he-goat,noun,animal; from Galla
tumma,garlic,noun,food; from Arabic tum
tumtu,ironsmith,noun,from Cushitic
tumtum,armband on the upper part of arm,noun,
tumur,Somali,noun,ethnic term
tumur sin,wisdom tooth,noun phrase,lit. the tooth of the Somali
tunsus,wedding dances and songs performed beginning the third evening that precedes the wedding ceremonies,noun,
tunsus tafeqara,participate in the tunsus ceremonies,verb phrase,
turguman,interpreter,noun,from Arabic turguman
turumba,trumpet,noun,from Italian tromba
turunga,citron,noun,food; from Arabic/Persian
tustus baya,make a hissing noise,verb phrase,onomatopoetic
tuxan,bug,noun,insect
tuxun,bug,noun,insect
twun,load; burden,noun,
udma,forest; uncultivated land,noun,from Galla
uf baya,blow; blow out; blow on the fire with the mouth,verb phrase,
uff,exclamation of fatigue or boredom,interjection,onomatopoetic
uffa,cover for holes; lid made of basket work; stopper,noun,from Cushitic
ufti bag,bamboo used to revive fire by blowing through it,noun phrase,
ufti qalam,bamboo serving to revive fire by blowing through it,noun,
ugud,tied; prisoner; bundle,noun/adjective,
ukhu-zo-be,for nothing; in vain; just so,adverb,
ukku,thus; just so; gratis,adverb,
ukkur,seedling,noun,plant; from Galla
ulanula,leech in water,noun,animal; from Cushitic
ulullu,flute,noun,musical instrument
uméir,vulture,noun,in aw uméir; lit. father Omar
umma,grandmother,noun,family relationship
ummit,community,noun,from Arabic
umri,age; life,noun,from Arabic
unguday,mushroom,noun,food/plant
unqa,roasted grain,noun,food; from Galla
ur baya,jump in long jumps,verb,
uras-so temalata,fall out (hair),verb phrase,
uriis,head,noun,body part
uriis argagaba,restore the hair into shape in the morning,verb,
uriis cat,the cat that grows near the water supply,noun,plant
uriis dabiq,stubborn; obstinate,adjective,
uriis filla,headache,noun,medical
uriis filta,headache,noun,lit. splitting of the head
uriis gé,head of the bed (lit. side of head),noun,compound
uriis gé ali,relatives on the father's side,noun,kinship
uriis malak,oblong head,noun,
uriis qulullu,shaved (girl's head),adjective,
uris ge,head of the bed,noun,
uris ge ahli,relatives on the father's side,noun,lit. 'relatives of the side of the head'
uriyowori,riddle; story; tale; folktale,noun,variant
urus argageba,restore the hair into shape in the morning,verb,
urus tabiq,obstinate; stubborn,adjective phrase,
us,hush,interjection,
us-hullu,true,adjective,variant
usraya,the fifth period of the biyag-season,noun,time/season
ussato,game consisting in breaking gourds,noun,game
ustu-be,inside; within; in the interior,adverb,location
ustu-dale,from the inside,adverb,location
usu',man; mankind; somebody,noun,
usu' waldi,highborn; freeborn,noun,
usul,principles,noun,from Arabic
usun-z-be kassa arada,pretend not to hear,phrase,lit. put fat in ear
usux,thorn,noun,plant part
utalla,game consisting of high jumps,noun,game
uviis gé ahili,relatives on the father's side,noun,family relationship
uxat,flat bread,noun,food
uzun,ear,noun,body part
uzun bilbila,earring,noun,jewelry
uzun bitti,lobe of ear,noun phrase,body part
uzun zalala,deaf (lit. who has no ear),adjective,
uzun-zo-be issa arida,who pretends not to hear (lit. he placed fat into his ear),phrase,
voda,attack; make an incursion,verb,from Arabic vada
waaxxam,and also,conjunction,
wabah,leaf of maize,noun,given to animals
wabu,acacia,noun,plant; from Cushitic
wadada,love,verb,from Arabic wadda
wadi,promise,noun,from Arabic wa'd
waf,sling,noun,
wagara,donkey,noun,animal
wahiri fatah,death commemoration after forty days,noun,
wala,spend the day,verb,
waldate aw,husband (lit. father of my children),noun,kinship
waldate ay,wife (lit. the mother of my children),noun,kinship
waliri agabirti,the moon is in the 15th day,verb phrase,lit. 'the moon appears at its best'
wanfit,sieve,noun,tool
wantif ingi,board of wood above the upper doorframe,noun,building part
warala,spend the day,verb,
wardi abalala,not fulfill the promise,verb phrase,
wardi adamasa,annul the promise,verb phrase,
wardi adamisa,annul the promise,verb,
wardi al-malaa,not fulfill the promise,verb phrase,
wardi tat asabu,the parents of the boy concluded the pre-engagement agreement for marriage,verb phrase,
wardi tat qama,the parents of the girl accepted the pre-engagement agreement,verb phrase,
warig ayna,green-like,adjective,
warim maraga,place in the house where one puts the spear,noun,see warim
wasan day,who has a common limit with someone,noun,
way faqay,lamentation song,noun,
wis malah,oblong head,noun phrase,named because of the shape of the whetstone
xa?in,cheater,noun,from Arabic
xada?a,"abjure, deny, betray",verb,from Arabic
xadama,render service,verb,from Arabic
xadana,cover,verb,
xaddam,lower servant,noun,
xadim,servant,noun,
xadina,"cover, thatch",verb,
xafafa,be light,verb,from Arabic
xafif,light,adjective,
xafif xana,be light,verb,
xaifa,"stamp, trample, tread, have intercourse",verb,
xal,vinegar,noun,food; from Arabic
xalafa,"be acid, be sour, have the taste or the effect of acidity",verb,
xalaqa,create; invent,verb,from Arabic
xalat,"error, mistake",noun,
xalat asa,err,verb,
xalqi,people,noun,from Arabic
xamis,Thursday,noun,day of week; from Arabic
xamis karabi,myrrh brought by the student to the teacher on Thursday for the preparation of ink,noun phrase,literally 'myrrh of Thursday'
xamis karaibi,myrrh of Thursday,noun,
xamri,wine,noun,food/drink; from Arabic
xamsin,fifty,noun,number; from Arabic
xana,unknown verb example,verb,stress example
xana baya,"agree, consent",verb,lit. say it is
xana gir,whether,conjunction,
xara,dig a hole,verb,
xarazani,walking stick,noun,object; loanword; variant: xazarani
xargi xana,"drown, sink, become immersed",verb,from Arabic
xarib,stranger,noun,
xarita,cloth envelope for books,noun,from Arabic; lit. bag
xarxar da,gurgle,verb,onomatopoetic
xasa,"desire, like, want, wish",verb,
xasara,"lose in business, be bankrupt",verb,from Arabic
xasira,loss,noun,
xata?,error,noun,from Arabic
xata? asa,be mistaken,verb,
xatama,read the Koran to the end,verb,from Arabic; in quran xatama
xatara,"hinder, prevent, forbid, deprive",verb,
xatara-b-,keep away from,verb,
xatib,preacher,noun,from Arabic
xatima,conclusion,noun,from Arabic
xatita,"store, save for the future",verb,
xatmi,seal,noun,from Arabic
xattata,he who stores,noun,
xatti waz,precious cloth worn only on special occasions,noun,clothing
xayat,tailor who sews by hand,noun,occupation; from Arabic
xayri,good,adjective,from Arabic
xazal,gazelle,noun,animal
xazarani,walking stick,noun,object; loanword; variant: xarazani
xazna,treasury,noun,from Arabic
xega,stamp,verb,cf. G. kasa; Amh. kasa 'go'
xi moqač,mortar for grain,noun,see xi
xigaga,trample continuously,verb,
xilaf,"opposition, disagreement, controversy",noun,
xisona,will,noun,
xiyana,treachery,noun,from Arabic
xllis,sincere,adjective,from Arabic
xtaba,preach,verb,from Arabic
xudra,vegetable,noun,food; from Arabic
xuffi,low shoe of Western type,noun,clothing/footwear; from Arabic
xuragiya,expenses,noun,from Arabic
xutba,"minaret, sermon",noun,
xutba asa,preach,verb,
xuxi,peach,noun,food/fruit; from Arabic
ya,mother (in address),noun,kinship
yadig amat,next year,phrase,
yagassi,bad; malicious; evil; wicked,adjective,
yagessi daliiga,act to the detriment of someone,verb,
yaigri,let alone,verb,
yaqakazal,timid; shy,adjective,
yaqinzal,guide,noun,
yawm al-xamis,Thursday,noun,from Arabic
yaxnimam,"whatever it is, however, be it as it may",adverb,
